No,Destination Name,Address,Subdistrict,Regency,Latitude,Longitude,Category,Ratings,Google Review Count
488,Star Semabu Resort,"Nusa Penida, Banjar Sebunibus, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Banjar,Klungkung,,,Stays,,
489,Jasmine Inn Nusa Penida,"8FCQ+5W7, Jl. Raya Toya Pakeh - Ped, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
490,Bubble Hotel Bali Ubud,"Ubud, Gianyar, Bali, Indonesia",Ubud,Gianyar,,,Stays,,
491,Jasmine Inn Nusa Penida,"8FCQ+5W7, Jl. Raya Toya Pakeh - Ped, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
492,The Dukuh Retreat,"Jalan Raya Pantai Pasut - Kerambitan Banjar Tibupoh, Belumbang, Kec. Kerambitan, Kabupaten Tabanan, Bali 82161, Indonesia",Banjar,Tabanan,,,Stays,,
493,Pondok Dukuh Jati,"Jl. Bhineka Jati Jaya IX Gg. Turi No.88, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
494,The Kanjeng Hotel Kuta,"Jl. Dewi Sartika No.3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
495,Hotel Komune and Beach Club Bali,"Jl. Pantai Keramas, Medahan, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80361, Indonesia",Blahbatuh,Gianyar,,,Stays,,
496,Villas at The Patra Bali Resort & Villas - CHSE Certified,"Jl.Ir. H. Juanda South Kuta Beach, Tuban, Kuta, Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
497,The Sesari Jimbaran,"Jl. Celagi Basur Jl. Uluwatu II No.1, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
498,OYO 90576 St Tama,"Jl. Nusa Dua No.24, Benoa, Kec. Kuta Sel., Bali, 80363, Indonesia",Kuta,Badung,,,Stays,,
499,Uma Mani Villa,"Gg. Mantili No.1, Jimbaran, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
500,The Lokha Legian Resort & Spa,"Jl. Padma, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
501,Arimba at Bisma,"Jl. Bisma No.45, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
502,Hotel Oranjje,"Jl. Hayam Wuruk No.302, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80239, Indonesia",Denpasar Timur,Denpasar,,,Stays,,
503,Waterside Inn Nusa Penida,"Batununggul, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
504,Alam Candi Dive Resort,"Candidasa, Jl. Raya Candidasa, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali 80811, Indonesia",Karangasem,Karangasem,,,Stays,,
505,Casa Padma Suites Bali,"Jl. Padma, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
506,Wahyu Dana Hotel,"jl. seririt lovina singaraja, R2H4+HMP, Temukus, Kec. Banjar, Kabupaten Buleleng, Bali 81152, Indonesia",Banjar,Buleleng,,,Stays,,
507,Prasi Sunset Bungalows,"Banjar Anyar, Sakti, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Banjar,Klungkung,,,Stays,,
508,Disini Villa,"Jl. Mertasari No.28, Kerobokan Kelod, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
509,Radha homestay,"Jl. Danau Tamblingan No.75, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
510,Putu Guest House 2,"Jalan Pantai Berawa, Gg. Merpati Ujung No.6, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali, Indonesia",Kuta,Badung,,,Stays,,
511,Sativa Sanur Cottages,"Sanur, Denpasar Selatan, Denpasar City, Bali, Indonesia",Selat,Denpasar,,,Stays,,
512,Grand Pondok Puri Ayu,"Gg. Sesapi No.2 dan 3, Dauh Puri Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80113, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
513,Hotel Karthi,"75F9+8XH, Jl. Kartika Plaza, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
514,The Kasih Villas & Spa,"Jl. Nakula Gg. Baik-Baik No.9, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
515,Mason Elephant Lodge,"Jalan Elephant Safari Park Banjar Desa Taro Tegallalang, Taro, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Banjar,Gianyar,,,Stays,,
516,Bali Jungle Camping,"Jl. Kb. Padangan, Padangan, Kec. Pupuan, Kabupaten Tabanan, Bali 82163, Indonesia",Pupuan,Tabanan,,,Stays,,
517,Annora Villas Sanur,"8787+5CR, Jl. Pantai Sindhu, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
518,Hana Kuta Beach,"Jl. Tegal Wangi No.2, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
519,Kampung 168 Jimbaran,"Jl. Bandung Jl. Puri Gading, Kampung 168, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
520,Anantara Seminyak Resort & Spa,"Jl. Abimanyu Jl. Dhyana Pura, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
521,Dewi Sinta Hotel and Restaurant by Wizzela,"DTW Tanah Lot, Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82121, Indonesia",Kediri,Tabanan,,,Stays,,
522,Puspa Graha Villatel,"Jalan Telaga Ayu III No. 5, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
523,New Garden View Resort,"Jl. Padma Utara No.4, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
524,Cross Bali Breakers,"Jl. Pantai Balangan Balangan No.10, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
525,Villa Bebek Cottages Sanur,"Jl. Pengembak No.9, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
526,Ozora Tiying Tutul Hostel @Canggu,"Gg You and Me, Jl Tiying Tutul, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",Mengwi,Badung,,,Stays,,
527,Legian Village Hotel,"Jl. Padma, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
528,Ecosfera Hotel,"Echo Beach, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
529,Pelangi Bali Hotel & Spa,"Jl. Camplung Tanduk, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
530,Prasana by Arjani Resorts - Uluwatu,"Jl. Harjani No.1, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
531,Legian Bisma Suite,"Jl. Bisma No.89, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
532,Rai House Sanur,"Jl. Danau Meninjau No.11, Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
533,D'Tunjung Resort & Spa,"Jl. Raya Candidasa, Desa Bug-bug, Banjar Jl. Samuh, Sengkidu, Kec. Karangasem, Kabupaten Karangasem, Bali, Indonesia",Banjar,Karangasem,,,Stays,,
534,Suryadina Guest House,"F7V7+6QC, Gg. Seruni, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
535,Batur Mountain View,"P8RR+6CP, Jl. Culali, Batur Sel., Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",Bangli,Bangli,,,Stays,,
536,Suarapura Resort & Spa,"Village Sebatu, Banjar, Jl. Pesiraman Pura Dalem Pingit No.888, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Banjar,Gianyar,,,Stays,,
537,Ubud Nyuh Bali Resort & Spa,"Jl. Raya Silungan, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
538,WakAsih,"Jl. Kenyeri No.1, Semarapura Kelod, Kec. Klungkung, Kabupaten Klungkung, Bali 80711, Indonesia",Klungkung,Klungkung,,,Stays,,
539,The Swaha Hotel,"Jl. Pasekan Jl. Raya Banjar Tubuh No.29B, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia",Banjar,Gianyar,,,Stays,,
540,AQ-VA Hotel & Villas,"Aq-va Hotel & Villas, Legian, Kec. Kuta, Kabupaten Badung, Bali, Indonesia",Kuta,Badung,,,Stays,,
541,OYO 90022 Puri Kramas Canggu,"Perumahan canggu pertiwi blok A no 68 desa tibubeneng banjar tandeg,berawa, beach street,canggu-bali,indonesai, Canggu, Kuta Utara, Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
542,Villa Ombak Kedungu,"93VP+3G6, Belalang, Kediri, Tabanan, Bali 82115, Indonesia",Kediri,Tabanan,,,Stays,,
543,Amatara Arya Ubud,"Jl. Raya Pengosekan, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
544,Kupu Kupu Barong Villas and Tree Spa by L’OCCITANE,"Jl. Raya Kedewatan, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
545,Sanur Guest House,"Jl. Danau Poso No.53 A, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
546,Kubu Cempaka Seminyak,"Jl. Plawa Gg. Cemp. No.9, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
547,Kenran Resort Ubud by Soscomma,"Jl. Raya Kenderan, Kenderan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80552, Indonesia",Ubud,Gianyar,,,Stays,,
548,Sanur Guest House,"Jl. Danau Poso No.53 A, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
549,Alam Puisi Villa,"Indonesia, Bali, Gianyar, Ubud, Pejeng Kaja, ID Bali Denpasar Jalan Raya Pejeng Kawan , Banjar Sembuwuk, Desa Pejeng Kabupaten Gianyar",Banjar,Gianyar,,,Stays,,
550,Segara Hotel and Restaurant Kintamani,"Kedisan, Kintamani, Bangli, Bali 80652, Indonesia",Bangli,Bangli,,,Stays,,
551,The Garuda Villa and Restaurant,"Jl. Raya Wanagiri, Wanagiri, Kec. Sukasada, Kabupaten Buleleng, Bali 81161, Indonesia",Buleleng,Gianyar,,,Stays,,
552,Honai Resort,"Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
553,Abi Bali Resort Villas and Spa,"Jl. Karang Mas Sejahtera No.89, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
554,Uma Emas Residence,"Jl. Tukad Balian Gg. Mawar 1, Sidakarya, Denpasar Selatan, Kota Denpasar, Bali 80224, Indonesia",Selat,Denpasar,,,Stays,,
555,Plataran Menjangan Resort and Spa,"West Bali National Park, Jl. Raya Seririt – Gilimanuk, Gerokgak, Pejarakan, Gerokgak, Buleleng, Bali 81155, Indonesia",Buleleng,Buleleng,,,Stays,,
556,The Wina Villa Canggu,"Jl. Pantai Batu Bolong Jl. Subak Canggu, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
557,The Nyaman Bali,"Jl. Kubu Anyar No.20X, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
558,Harmony Beach Suite,"Jl. Pantai Batu Belig Gg. Ribut No.2, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
559,Aneka Lovina Villas & Spa,"Jl. Raya Kalibukbuk Lovina Beach Anturan, Anturan, Kec. Banjar, Kabupaten Buleleng, Bali 81151, Indonesia",Banjar,Buleleng,,,Stays,,
560,Ultimate Residence Bali,"Jl. Pulau Galang Gg. Ratna Sari III, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80113, Indonesia",Selat,Denpasar,,,Stays,,
561,Wapa di Ume Resort & Spa,"Jl. Suweta Banjar Bentuyung Ubud, Ubud, Gianyar, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
562,Alam Pangkung Ubud,"F7V5+QQM, Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
563,Manyi Village Ubud,"G73J+V8V, Banjar Laplapan, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80552, Indonesia",Banjar,Gianyar,,,Stays,,
564,Jukung Guest House,"Jl. Bumi Ayu Gg. Penjor Agung No.3, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
565,Kelan-Tel Bali,"Jl. Taman Sari No.22, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
566,Berlian Inn,"Jalan Poppies 1, Gang Sorga, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
567,ROYAL RETREAT VILLAS LEMBONGAN,"Unnamed Road, 8C7J+9CM, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
568,Batan Sabo Cottage,"8F4G+PX9, Sakti, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
569,NEW Alron Hotel Kuta,"Jl. Blambangan No.10, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
570,La Roja Bungalows Penida,"Kutapang Kangin, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Kuta,Klungkung,,,Stays,,
571,Sari Bamboo Villas,"Jl. Penestanan, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
572,The Kirana Ungasan,"Jl. Raya Uluwatu Gang Ambara No.18, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
573,Ubud Tropical,"Jl. Raya Andong Petulu, F7XC+WX8, Ubud, Gianyar, Petulu, Kecamatan Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
574,Lahar Mas Inn,"Jl. Gatot Subroto No.3, Karangasem, Kec. Karangasem, Kabupaten Karangasem, Bali 80811, Indonesia",Karangasem,Karangasem,,,Stays,,
575,Papa Sun Villas,"Jl. Ped - Buyuk Kutapang, Nusa Penida No.Desa, Batununggul, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Kuta,Klungkung,,,Stays,,
576,Nomad Hub Villa Bali,"Jl. Bumbak No.22, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
577,OYO 2270 Hotel Taman Wirama,"5, Jl. Cokroaminoto Gg. Taman Sari No.5, Ubung Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80116, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
578,Bali Kuwi Hotel,"no, Kabupaten, 82218, Jl. Danau Ranau No.37, Lelateng, Kec. Negara, Kabupaten Jembrana, Bali 82218, Indonesia",Jembrana,Jembrana,,,Stays,,
579,Radha Phala Resort & Spa,"Jl. Cempaka, Banjar Kumbuh, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Banjar,Gianyar,,,Stays,,
580,"Grand Sehati Hotel & Spa, Ubud","Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
581,De Lemon Gatsu Hotel,"Jl. Gatot Subroto I Gg. XI No.19, Peguyangan, Kec. Denpasar Utara, Kota Denpasar, Bali 80233, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
582,Rena Segara House,"Jl. Wana Segara Gang Jepun No.1 No. 4, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
583,Tanjung Sari Inn,"Jl. Pratama Gg. Badak No.6, Nusa Dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
584,OYO 3244 Grand Chandra Hotel,"Jl. Diponegoro No.122, Dauh Puri, Kec. Denpasar Bar., Kota Denpasar, Bali 80232, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
585,Nirmala Hotel Denpasar,"Jl. Mahendradatta No.81, Padangsambian, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Denpasar Barat,Denpasar,,,Stays,,
586,Desamuda Village,"Jl. Raya Basangkasa No.30A, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
587,Bali Palms Resort Candidasa,"Candidasa, Jl. Raya Candidasa, Nyuh Tebel, Kec. Manggis, Kabupaten Karangasem, Bali 80851, Indonesia",Karangasem,Karangasem,,,Stays,,
588,The Pavilion Hotel Kuta,"Jl. Kuta Theater No.8, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
589,Nakula Guest House,"Gg. Pendawa No.02, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
590,Sanur Agung Suite,"Jl. Bypass Ngurah Rai No.174, Sanur, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Selat,Denpasar,,,Stays,,
591,The Kayon Resort,"Banjar Kepitu, Kenderan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Banjar,Gianyar,,,Stays,,
592,The Studio Inn Nusa Dua,"6647+PVV, Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
593,Wayan Mansion,"Jl. Dewi Madri I No.7, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80361, Indonesia",Selat,Denpasar,,,Stays,,
594,Linas Villas Nusa Penida,"8F9Q+4C3, Kampung Toyapakeh, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
595,Villa Tangtu Beach Inn,"Jl. Pucuk I No.70X, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali, Indonesia",Denpasar Timur,Denpasar,,,Stays,,
596,The Baladewa,"Jl. Raya Uluwatu No.102, Ungasan, Kec. Kuta Sel., Bali, 80361, Indonesia",Kuta,Badung,,,Stays,,
597,Puri Taman Sari Resort,"Dusun Umabian, F5G9+38M, Jl. Wisnu Marga Belayu, Peken, Tabanan, Tabanan, Bali 80351, Indonesia",Marga,Tabanan,,,Stays,,
598,Aurora House Ubud,"Jl. Monkey Forest Jl. Arjuna No.07, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80751, Indonesia",Ubud,Gianyar,,,Stays,,
599,The Unique Homestay,"Jl. Raya Ubud No.8X, Ubud, Kecamatan Ubud, Kabupaten Badung, Bali 80571, Indonesia",Ubud,Badung,,,Stays,,
600,Poh Manis Lembongan,"Jungutbatu, Nusa Penida, Klungkung, Bali 80771, Indonesia",Klungkung,Klungkung,,,Stays,,
601,Dukuh Sebatu Villa,"Sebatu, Tegallalang, Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,,,Stays,,
602,Adhi Jaya Suite,"Kawan, Jalan, Jatiluwih, Penebel, Tabanan, Bali 82152, Indonesia",Penebel,Tabanan,,,Stays,,
603,Nakula Stay Kuta,"Jl. Nakula Jl. Marga Ayu No.88, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
604,GM Hotel Lovina,"V3C6+9FG, Jl. Hotel Puri Bagus, Pemaron, Lovina, Kabupaten Buleleng, Bali, Indonesia",Buleleng,Buleleng,,,Stays,,
605,Padi Bali Eco Villas,"Jl. Raya Bresela, Bresela, Kec. Payangan, Kabupaten Gianyar, Bali 80572, Indonesia",Ubud,Gianyar,,,Stays,,
606,Jati Hotel Negara,"JJX2+5C6, Jl. Udayana, Baluk, Kec. Negara, Kabupaten Jembrana, Bali 80118, Indonesia",Jembrana,Jembrana,,,Stays,,
607,Bali Chaya Hotel,"Jl. Padma Utara Gg. Bujangga No.5x, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
608,The Tunjung Boutique Resort,"Jl. Raya Tumbakbayuh Br. Tiying Tutul, Tumbak Bayuh, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",Mengwi,Badung,,,Stays,,
609,Bali Bhuana Beach Cottage,"Bunutan, Abang, Karangasem, Bali 80852, Indonesia",Abang,Karangasem,,,Stays,,
610,OYO 2984 Berlian House Ungasan,"Jl. Kendedes, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
611,OYO 2456 Purnama House Kuta,"Gg. Mangga No.1, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
612,The Mutiara Jimbaran Boutique Villas,"Jl. Karang Mas Sejahtera No. 88,Jimbaran Badung, Jimbaran, Kec. Kuta Sel., Bali, 80361, Indonesia",Kuta,Badung,,,Stays,,
613,Bali Dive Resort and Spa,"Jalan Raya Amlapura-Singaraja Banjar Batudawa Kelod, Tulamben, Kec. Kubu, Kabupaten Karangasem, Bali 80853, Indonesia",Banjar,Karangasem,,,Stays,,
614,Puri Dajuma Beach Eco Resort & Spa,"Pekutatan, Jembrana Regency, Bali 82262, Indonesia",Jembrana,Jembrana,,,Stays,,
615,VIDI Boutique Hotel,"Jl. Bypass Ngurah Rai Gg. Taman Sari No.8, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
616,OYO 90363 Nira Guest House Sanur Bali,"Jl. Danau Poso No.53 A, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
617,Bali Breezz Hotel,"Jl. Pantai Sari No.23, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
618,Sapta Petala,"Jl. Kubu Anyar No.27, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
619,OYO 1952 Hotel Dewata Indah,"Jl. Nangka, Dangin Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80234, Indonesia",Denpasar Utara,Denpasar,,,Stays,,
620,Aleesha Villas,"Jl. Kesari II, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
621,Disini Luxury Spa Villas,"Jl. Mertasari No.28, Kerobokan Kelod, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
622,Bali Jungle Huts,"Jl. Raya Pujung Kaja No.11, Sebatu, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,,,Stays,,
623,OYO 1741 Komala Indah Cottages,"Jl. Pantai Kuta No.32, Legian, Kec. Kuta, Bali, 80361, Indonesia",Kuta,Badung,,,Stays,,
624,Bluehill Resort Tulamben,"Jalan Raya, Tulamben, Kec. Karangasem, Kabupaten Karangasem, Bali 80853, Indonesia",Karangasem,Karangasem,,,Stays,,
625,Sindhu Mertha Suite,"Jl. Danau Poso No.27, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Selat,Denpasar,,,Stays,,
626,The Acala Shri Sedana,"Jalan Ancak Sari Banjar Ancak No.277, Nusa, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Banjar,Klungkung,,,Stays,,
627,Beraban Beach House,"Beraban, Selemadeg Timur, Tabanan, Bali, Indonesia",Selemadeg,Tabanan,,,Stays,,
628,Draper Startup House for Entrepreneurs Bali,"Jl. Raya Tuka, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
629,Blu-Zea Resort by Double-Six,"Jl. Camplung Tanduk No.66, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
630,OYO 90817 Elite Star Tukad Badung,"0361, Jalan Tukad Badung XVIII, Renon, Denpasar Selatan, Denpasar, Bali 80224, Renon, Denpasar Selatan, Bali, 74114, Indonesia",Selat,Denpasar,,,Stays,,
631,Kamajaya Villas,"F6RR+Q84, Jalan Raya Jl. Baung, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,,,Stays,,
632,Matahari Bungalow,"Jl. Raya Legian No.210, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
633,Familytel Bali,"Jl. Bypass Ngurah Rai No.7, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
634,Abia Villa Legian,"Jl. Raya Legian II Gg. XX, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
635,Nalika Beach Resort & Restaurant,"Jl. Umeanyar, Umeanyar, Kec. Seririt, Kabupaten Buleleng, Bali 81153, Indonesia",Buleleng,Buleleng,,,Stays,,
636,OYO 2122 Puri Sanur,"Jl. Danau Buyan No.32, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Selat,Denpasar,,,Stays,,
637,The Hidden Paradise Ubud,"Banjar Laplapan, Dukuh Geria, Pejeng Kawan, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552, Indonesia",Banjar,Gianyar,,,Stays,,
638,OYO 3902 Pondok 828 Residence,"Jl. Dangin Uma, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80361, Indonesia",Selat,Denpasar,,,Stays,,
639,dedanau Hotel,"Candikuning, Baturiti, Tabanan, Bali 82191, Indonesia",Baturiti,Tabanan,,,Stays,,
640,Bali Bungalo,"Jl. Pantai Kuta Gg. Wina, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,,,Stays,,
